observation_id,source_id,entity_type,entity_id,variable,mean,sd,unit,sex,n,age_summary,measurement_method,value_status,population_compatibility,reference_eligibility,method_context,notes
charles_2019_vastus_lateralis_pennation_mean,CHARLES_2019,UNIT,vastus_lateralis,PENNATION_MEAN,15,4,deg,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,MEASURED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,Five superficial 2D pennation measurements across proximal/middle/distal regions relative to estimated muscle line of action,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_vastus_lateralis_pcsa_mean,CHARLES_2019,UNIT,vastus_lateralis,PCSA_MEAN,3206,1559,mm2,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,PUBLISHED_DERIVED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,"Source-native PCSA calculated from muscle volume, optimal fibre length and pennation",Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_vastus_medialis_volume_mean,CHARLES_2019,UNIT,vastus_medialis,VOLUME_MEAN,415,115,cm3,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,MEASURED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,T1 MRI segmentation,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_vastus_medialis_muscle_length_mean,CHARLES_2019,UNIT,vastus_medialis,MUSCLE_LENGTH_MEAN,336,44,mm,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,MEASURED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,3D muscle mesh / anatomical T1 MRI,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_vastus_medialis_optimal_fibre_length_mean,CHARLES_2019,UNIT,vastus_medialis,OPTIMAL_FIBRE_LENGTH_MEAN,159,39,mm,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,PUBLISHED_DERIVED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,DTI tract length sarcomere-normalised using Ward et al. sarcomere lengths and 2.7 μm optimum,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_vastus_medialis_pennation_mean,CHARLES_2019,UNIT,vastus_medialis,PENNATION_MEAN,14,3,deg,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,MEASURED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,Five superficial 2D pennation measurements across proximal/middle/distal regions relative to estimated muscle line of action,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_vastus_medialis_pcsa_mean,CHARLES_2019,UNIT,vastus_medialis,PCSA_MEAN,2707,1119,mm2,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,PUBLISHED_DERIVED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,"Source-native PCSA calculated from muscle volume, optimal fibre length and pennation",Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_vastus_intermedius_volume_mean,CHARLES_2019,UNIT,vastus_intermedius,VOLUME_MEAN,521,124,cm3,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,MEASURED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,T1 MRI segmentation,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_vastus_intermedius_muscle_length_mean,CHARLES_2019,UNIT,vastus_intermedius,MUSCLE_LENGTH_MEAN,353,28,mm,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,MEASURED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,3D muscle mesh / anatomical T1 MRI,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_vastus_intermedius_optimal_fibre_length_mean,CHARLES_2019,UNIT,vastus_intermedius,OPTIMAL_FIBRE_LENGTH_MEAN,181,40,mm,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,PUBLISHED_DERIVED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,DTI tract length sarcomere-normalised using Ward et al. sarcomere lengths and 2.7 μm optimum,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_vastus_intermedius_pennation_mean,CHARLES_2019,UNIT,vastus_intermedius,PENNATION_MEAN,11,4,deg,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,MEASURED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,Five superficial 2D pennation measurements across proximal/middle/distal regions relative to estimated muscle line of action,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_vastus_intermedius_pcsa_mean,CHARLES_2019,UNIT,vastus_intermedius,PCSA_MEAN,2938,926,mm2,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,PUBLISHED_DERIVED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,"Source-native PCSA calculated from muscle volume, optimal fibre length and pennation",Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_tibialis_anterior_volume_mean,CHARLES_2019,UNIT,tibialis_anterior,VOLUME_MEAN,129,22,cm3,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,MEASURED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,T1 MRI segmentation,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_tibialis_anterior_muscle_length_mean,CHARLES_2019,UNIT,tibialis_anterior,MUSCLE_LENGTH_MEAN,300,43,mm,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,MEASURED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,3D muscle mesh / anatomical T1 MRI,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_tibialis_anterior_optimal_fibre_length_mean,CHARLES_2019,UNIT,tibialis_anterior,OPTIMAL_FIBRE_LENGTH_MEAN,137,26,mm,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,PUBLISHED_DERIVED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,DTI tract length sarcomere-normalised using Ward et al. sarcomere lengths and 2.7 μm optimum,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_tibialis_anterior_pennation_mean,CHARLES_2019,UNIT,tibialis_anterior,PENNATION_MEAN,7,2,deg,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,MEASURED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,Five superficial 2D pennation measurements across proximal/middle/distal regions relative to estimated muscle line of action,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_tibialis_anterior_pcsa_mean,CHARLES_2019,UNIT,tibialis_anterior,PCSA_MEAN,955,197,mm2,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,PUBLISHED_DERIVED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,"Source-native PCSA calculated from muscle volume, optimal fibre length and pennation",Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_extensor_digitorum_longus_volume_mean,CHARLES_2019,UNIT,extensor_digitorum_longus,VOLUME_MEAN,76,17,cm3,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,MEASURED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,T1 MRI segmentation,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_extensor_digitorum_longus_muscle_length_mean,CHARLES_2019,UNIT,extensor_digitorum_longus,MUSCLE_LENGTH_MEAN,348,29,mm,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,MEASURED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,3D muscle mesh / anatomical T1 MRI,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_extensor_digitorum_longus_optimal_fibre_length_mean,CHARLES_2019,UNIT,extensor_digitorum_longus,OPTIMAL_FIBRE_LENGTH_MEAN,138,26,mm,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,PUBLISHED_DERIVED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,DTI tract length sarcomere-normalised using Ward et al. sarcomere lengths and 2.7 μm optimum,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_extensor_digitorum_longus_pennation_mean,CHARLES_2019,UNIT,extensor_digitorum_longus,PENNATION_MEAN,7,2,deg,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,MEASURED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,Five superficial 2D pennation measurements across proximal/middle/distal regions relative to estimated muscle line of action,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_extensor_digitorum_longus_pcsa_mean,CHARLES_2019,UNIT,extensor_digitorum_longus,PCSA_MEAN,570,185,mm2,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,PUBLISHED_DERIVED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,"Source-native PCSA calculated from muscle volume, optimal fibre length and pennation",Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_extensor_hallucis_longus_volume_mean,CHARLES_2019,UNIT,extensor_hallucis_longus,VOLUME_MEAN,21,7,cm3,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,MEASURED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,T1 MRI segmentation,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_extensor_hallucis_longus_muscle_length_mean,CHARLES_2019,UNIT,extensor_hallucis_longus,MUSCLE_LENGTH_MEAN,238,46,mm,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,MEASURED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,3D muscle mesh / anatomical T1 MRI,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_extensor_hallucis_longus_optimal_fibre_length_mean,CHARLES_2019,UNIT,extensor_hallucis_longus,OPTIMAL_FIBRE_LENGTH_MEAN,106,24,mm,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,PUBLISHED_DERIVED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,DTI tract length sarcomere-normalised using Ward et al. sarcomere lengths and 2.7 μm optimum,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_extensor_hallucis_longus_pennation_mean,CHARLES_2019,UNIT,extensor_hallucis_longus,PENNATION_MEAN,7,2,deg,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,MEASURED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,Five superficial 2D pennation measurements across proximal/middle/distal regions relative to estimated muscle line of action,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_extensor_hallucis_longus_pcsa_mean,CHARLES_2019,UNIT,extensor_hallucis_longus,PCSA_MEAN,196,78,mm2,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,PUBLISHED_DERIVED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,"Source-native PCSA calculated from muscle volume, optimal fibre length and pennation",Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_gastrocnemius_medial_head_volume_mean,CHARLES_2019,SEGMENT,gastrocnemius_medial_head,VOLUME_MEAN,230,48,cm3,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,MEASURED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,T1 MRI segmentation,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_gastrocnemius_medial_head_muscle_length_mean,CHARLES_2019,SEGMENT,gastrocnemius_medial_head,MUSCLE_LENGTH_MEAN,254,24,mm,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,MEASURED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,3D muscle mesh / anatomical T1 MRI,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_gastrocnemius_medial_head_optimal_fibre_length_mean,CHARLES_2019,SEGMENT,gastrocnemius_medial_head,OPTIMAL_FIBRE_LENGTH_MEAN,97,22,mm,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,PUBLISHED_DERIVED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,DTI tract length sarcomere-normalised using Ward et al. sarcomere lengths and 2.7 μm optimum,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_gastrocnemius_medial_head_pennation_mean,CHARLES_2019,SEGMENT,gastrocnemius_medial_head,PENNATION_MEAN,10,4,deg,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,MEASURED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,Five superficial 2D pennation measurements across proximal/middle/distal regions relative to estimated muscle line of action,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_gastrocnemius_medial_head_pcsa_mean,CHARLES_2019,SEGMENT,gastrocnemius_medial_head,PCSA_MEAN,2371,433,mm2,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,PUBLISHED_DERIVED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,"Source-native PCSA calculated from muscle volume, optimal fibre length and pennation",Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_gastrocnemius_lateral_head_volume_mean,CHARLES_2019,SEGMENT,gastrocnemius_lateral_head,VOLUME_MEAN,128,35,cm3,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,MEASURED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,T1 MRI segmentation,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_gastrocnemius_lateral_head_muscle_length_mean,CHARLES_2019,SEGMENT,gastrocnemius_lateral_head,MUSCLE_LENGTH_MEAN,240,45,mm,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,MEASURED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,3D muscle mesh / anatomical T1 MRI,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_gastrocnemius_lateral_head_optimal_fibre_length_mean,CHARLES_2019,SEGMENT,gastrocnemius_lateral_head,OPTIMAL_FIBRE_LENGTH_MEAN,122,44,mm,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,PUBLISHED_DERIVED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,DTI tract length sarcomere-normalised using Ward et al. sarcomere lengths and 2.7 μm optimum,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_gastrocnemius_lateral_head_pennation_mean,CHARLES_2019,SEGMENT,gastrocnemius_lateral_head,PENNATION_MEAN,9,3,deg,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,MEASURED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,Five superficial 2D pennation measurements across proximal/middle/distal regions relative to estimated muscle line of action,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_gastrocnemius_lateral_head_pcsa_mean,CHARLES_2019,SEGMENT,gastrocnemius_lateral_head,PCSA_MEAN,1159,483,mm2,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,PUBLISHED_DERIVED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,"Source-native PCSA calculated from muscle volume, optimal fibre length and pennation",Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_soleus_volume_mean,CHARLES_2019,UNIT,soleus,VOLUME_MEAN,461,108,cm3,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,MEASURED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,T1 MRI segmentation,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_soleus_muscle_length_mean,CHARLES_2019,UNIT,soleus,MUSCLE_LENGTH_MEAN,349,28,mm,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,MEASURED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,3D muscle mesh / anatomical T1 MRI,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_soleus_optimal_fibre_length_mean,CHARLES_2019,UNIT,soleus,OPTIMAL_FIBRE_LENGTH_MEAN,146,32,mm,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,PUBLISHED_DERIVED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,DTI tract length sarcomere-normalised using Ward et al. sarcomere lengths and 2.7 μm optimum,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_soleus_pennation_mean,CHARLES_2019,UNIT,soleus,PENNATION_MEAN,12,2,deg,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,MEASURED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,Five superficial 2D pennation measurements across proximal/middle/distal regions relative to estimated muscle line of action,Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
charles_2019_soleus_pcsa_mean,CHARLES_2019,UNIT,soleus,PCSA_MEAN,3226,1042,mm2,MIXED,"10 (5 male, 5 female)",27.3 ± 3.95 y,3-T MRI + DTI fibre tractography,PUBLISHED_DERIVED,YOUNG_ADULT_MIXED_SEX_CONTEXT,CONTEXT_ONLY_MIXED_SEX,"Source-native PCSA calculated from muscle volume, optimal fibre length and pennation",Primary-source Table 3 mean ± SD. Do not promote to adult-male canonical reference without a selection rule.
