unit_id,canonical_name,region,unit_kind,laterality_model,instance_pattern,verification_status,notes
tibialis_anterior,Tibialis Anterior,lower_leg,MUSCLE,BILATERAL_SHARED_REFERENCE,,RECONSTRUCTED_V0_1,Reconstructed from surviving Deep Research scope; verify naming/Latin terminology against TA2 before production lock.
extensor_hallucis_longus,Extensor Hallucis Longus,lower_leg,MUSCLE,BILATERAL_SHARED_REFERENCE,,RECONSTRUCTED_V0_1,Reconstructed from surviving Deep Research scope; verify naming/Latin terminology against TA2 before production lock.
extensor_digitorum_longus,Extensor Digitorum Longus,lower_leg,MUSCLE,BILATERAL_SHARED_REFERENCE,,RECONSTRUCTED_V0_1,Reconstructed from surviving Deep Research scope; verify naming/Latin terminology against TA2 before production lock.
fibularis_tertius,Fibularis tertius,lower_leg,MUSCLE,BILATERAL_SHARED_REFERENCE,,RECONSTRUCTED_V0_1,Reconstructed from surviving Deep Research scope; verify naming/Latin terminology against TA2 before production lock.
fibularis_longus,Fibularis longus,lower_leg,MUSCLE,BILATERAL_SHARED_REFERENCE,,RECONSTRUCTED_V0_1,Reconstructed from surviving Deep Research scope; verify naming/Latin terminology against TA2 before production lock.
fibularis_brevis,Fibularis brevis,lower_leg,MUSCLE,BILATERAL_SHARED_REFERENCE,,RECONSTRUCTED_V0_1,Reconstructed from surviving Deep Research scope; verify naming/Latin terminology against TA2 before production lock.
gastrocnemius,Gastrocnemius,lower_leg,MUSCLE,BILATERAL_SHARED_REFERENCE,,RECONSTRUCTED_V0_1,Reconstructed from surviving Deep Research scope; verify naming/Latin terminology against TA2 before production lock.
soleus,Soleus,lower_leg,MUSCLE,BILATERAL_SHARED_REFERENCE,,RECONSTRUCTED_V0_1,Reconstructed from surviving Deep Research scope; verify naming/Latin terminology against TA2 before production lock.
plantaris,Plantaris,lower_leg,MUSCLE,BILATERAL_SHARED_REFERENCE,,RECONSTRUCTED_V0_1,Reconstructed from surviving Deep Research scope; verify naming/Latin terminology against TA2 before production lock.
popliteus,Popliteus,lower_leg,MUSCLE,BILATERAL_SHARED_REFERENCE,,RECONSTRUCTED_V0_1,Reconstructed from surviving Deep Research scope; verify naming/Latin terminology against TA2 before production lock.
tibialis_posterior,Tibialis Posterior,lower_leg,MUSCLE,BILATERAL_SHARED_REFERENCE,,RECONSTRUCTED_V0_1,Reconstructed from surviving Deep Research scope; verify naming/Latin terminology against TA2 before production lock.
flexor_hallucis_longus,Flexor Hallucis Longus,lower_leg,MUSCLE,BILATERAL_SHARED_REFERENCE,,RECONSTRUCTED_V0_1,Reconstructed from surviving Deep Research scope; verify naming/Latin terminology against TA2 before production lock.
flexor_digitorum_longus,Flexor Digitorum Longus,lower_leg,MUSCLE,BILATERAL_SHARED_REFERENCE,,RECONSTRUCTED_V0_1,Reconstructed from surviving Deep Research scope; verify naming/Latin terminology against TA2 before production lock.
